id,session_name,timestamp,target_angle,current_angle,error,motor_status
1,ml_anomal,2026-07-10 02:12:43.575063+05:30,-60.0,-60.82,0.82,0
2,ml_anomal,2026-07-10 02:12:43.603973+05:30,-60.0,-60.82,0.82,0
3,ml_anomal,2026-07-10 02:12:43.630229+05:30,-60.0,-60.82,0.82,0
4,ml_anomal,2026-07-10 02:12:43.654110+05:30,-60.0,-60.82,0.82,0
5,ml_anomal,2026-07-10 02:12:43.676506+05:30,-60.0,-60.82,0.82,0
6,ml_anomal,2026-07-10 02:12:43.702926+05:30,-60.0,-60.82,0.82,0
7,ml_anomal,2026-07-10 02:12:43.726148+05:30,-60.0,-60.82,0.82,0
8,ml_anomal,2026-07-10 02:12:43.751984+05:30,-60.0,-60.82,0.82,0
9,ml_anomal,2026-07-10 02:12:43.772079+05:30,-60.0,-60.82,0.82,0
10,ml_anomal,2026-07-10 02:12:43.792678+05:30,-60.0,-60.82,0.82,0
11,ml_anomal,2026-07-10 02:12:43.818563+05:30,-60.0,-60.82,0.82,0
12,ml_anomal,2026-07-10 02:12:43.839792+05:30,-60.0,-60.82,0.82,0
13,ml_anomal,2026-07-10 02:12:43.861456+05:30,-60.0,-60.82,0.82,0
14,ml_anomal,2026-07-10 02:12:43.887312+05:30,-60.0,-60.82,0.82,0
15,ml_anomal,2026-07-10 02:12:43.909812+05:30,-60.0,-60.82,0.82,0
16,ml_anomal,2026-07-10 02:12:43.937416+05:30,-60.0,-60.82,0.82,0
17,ml_anomal,2026-07-10 02:12:43.961869+05:30,-60.0,-60.82,0.82,0
18,ml_anomal,2026-07-10 02:12:43.985862+05:30,-60.0,-60.82,0.82,0
19,ml_anomal,2026-07-10 02:12:44.005061+05:30,-60.0,-60.82,0.82,0
20,ml_anomal,2026-07-10 02:12:44.024192+05:30,-60.0,-60.82,0.82,0
21,ml_anomal,2026-07-10 02:12:44.044771+05:30,-60.0,-60.82,0.82,0
22,ml_anomal,2026-07-10 02:12:44.133608+05:30,-60.0,-60.82,0.82,0
23,ml_anomal,2026-07-10 02:12:44.161867+05:30,-60.0,-60.82,0.82,0
24,ml_anomal,2026-07-10 02:12:44.183336+05:30,-60.0,-60.82,0.82,0
25,ml_anomal,2026-07-10 02:12:44.203401+05:30,-60.0,-60.82,0.82,0
26,ml_anomal,2026-07-10 02:12:44.222391+05:30,-60.0,-60.82,0.82,0
27,ml_anomal,2026-07-10 02:12:44.242693+05:30,-60.0,-60.82,0.82,0
28,ml_anomal,2026-07-10 02:12:44.336110+05:30,-60.0,-60.82,0.82,0
29,ml_anomal,2026-07-10 02:12:44.435404+05:30,-60.0,-60.82,0.82,0
30,ml_anomal,2026-07-10 02:12:44.538973+05:30,-60.0,-60.82,0.82,0
31,ml_anomal,2026-07-10 02:12:44.635833+05:30,-60.0,-60.82,0.82,0
32,ml_anomal,2026-07-10 02:12:44.736406+05:30,-60.0,-60.82,0.82,0
33,ml_anomal,2026-07-10 02:12:44.838037+05:30,-60.0,-60.82,0.82,0
34,ml_anomal,2026-07-10 02:12:44.940116+05:30,-60.0,-60.82,0.82,0
35,ml_anomal,2026-07-10 02:12:45.051569+05:30,-60.0,-60.82,0.82,0
36,ml_anomal,2026-07-10 02:12:45.139738+05:30,-60.0,-60.82,0.82,0
37,ml_anomal,2026-07-10 02:12:45.238965+05:30,-60.0,-60.82,0.82,0
38,ml_anomal,2026-07-10 02:12:45.339704+05:30,-60.0,-60.82,0.82,0
39,ml_anomal,2026-07-10 02:12:45.439122+05:30,-60.0,-60.82,0.82,0
40,ml_anomal,2026-07-10 02:12:45.541508+05:30,-60.0,-60.82,0.82,0
41,ml_anomal,2026-07-10 02:12:45.646658+05:30,-60.0,-60.82,0.82,0
42,ml_anomal,2026-07-10 02:12:45.738329+05:30,-60.0,-60.82,0.82,0
43,ml_anomal,2026-07-10 02:12:45.838349+05:30,-60.0,-60.82,0.82,0
44,ml_anomal,2026-07-10 02:12:45.940215+05:30,-60.0,-60.82,0.82,0
45,ml_anomal,2026-07-10 02:12:46.037761+05:30,-60.0,-60.82,0.82,0
46,ml_anomal,2026-07-10 02:12:46.138358+05:30,-60.0,-60.82,0.82,0
47,ml_anomal,2026-07-10 02:12:46.239298+05:30,-60.0,-60.82,0.82,0
48,ml_anomal,2026-07-10 02:12:46.339833+05:30,-60.0,-60.82,0.82,0
49,ml_anomal,2026-07-10 02:12:46.439717+05:30,-60.0,-60.82,0.82,0
50,ml_anomal,2026-07-10 02:12:46.538380+05:30,-60.0,-60.82,0.82,0
51,ml_anomal,2026-07-10 02:12:46.637893+05:30,-60.0,-60.82,0.82,0
52,ml_anomal,2026-07-10 02:12:46.739885+05:30,-60.0,-60.82,0.82,0
53,ml_anomal,2026-07-10 02:12:46.837612+05:30,-60.0,-60.82,0.82,0
54,ml_anomal,2026-07-10 02:12:46.937537+05:30,-60.0,-60.82,0.82,0
55,ml_anomal,2026-07-10 02:12:47.038051+05:30,-60.0,-60.82,0.82,0
56,ml_anomal,2026-07-10 02:12:47.136904+05:30,-60.0,-60.82,0.82,0
57,ml_anomal,2026-07-10 02:12:47.240950+05:30,-60.0,-60.82,0.82,0
58,ml_anomal,2026-07-10 02:12:47.340985+05:30,-60.0,-60.82,0.82,0
59,ml_anomal,2026-07-10 02:12:47.437837+05:30,-60.0,-60.82,0.82,0
60,ml_anomal,2026-07-10 02:12:47.538373+05:30,-60.0,-60.82,0.82,0
61,ml_anomal,2026-07-10 02:12:47.644328+05:30,-60.0,-60.82,0.82,0
62,ml_anomal,2026-07-10 02:12:47.739197+05:30,90.0,-60.82,150.82,2
63,ml_anomal,2026-07-10 02:12:47.839782+05:30,90.0,-60.82,150.82,2
64,ml_anomal,2026-07-10 02:12:47.942615+05:30,90.0,-60.82,150.82,2
65,ml_anomal,2026-07-10 02:12:48.039413+05:30,90.0,-60.82,150.82,2
66,ml_anomal,2026-07-10 02:12:48.139213+05:30,90.0,-60.82,150.82,2
67,ml_anomal,2026-07-10 02:12:48.238557+05:30,90.0,-60.82,150.82,2
68,ml_anomal,2026-07-10 02:12:48.339570+05:30,90.0,-60.82,150.82,2
69,ml_anomal,2026-07-10 02:12:48.437197+05:30,90.0,-60.82,150.82,2
70,ml_anomal,2026-07-10 02:12:48.537911+05:30,90.0,-60.82,150.82,1
71,ml_anomal,2026-07-10 02:12:48.639019+05:30,90.0,-60.64,150.64,2
72,ml_anomal,2026-07-10 02:12:48.738628+05:30,90.0,-60.64,150.64,2
73,ml_anomal,2026-07-10 02:12:48.840051+05:30,90.0,-60.64,150.64,2
74,ml_anomal,2026-07-10 02:12:48.940555+05:30,90.0,-60.47,150.47,2
75,ml_anomal,2026-07-10 02:12:49.038553+05:30,90.0,-60.47,150.47,2
76,ml_anomal,2026-07-10 02:12:49.139606+05:30,90.0,-60.29,150.29,2
77,ml_anomal,2026-07-10 02:12:49.238650+05:30,90.0,-60.29,150.29,2
78,ml_anomal,2026-07-10 02:12:49.339826+05:30,90.0,-60.29,150.29,2
79,ml_anomal,2026-07-10 02:12:49.438496+05:30,90.0,-60.29,150.29,1
80,ml_anomal,2026-07-10 02:12:49.539516+05:30,90.0,-60.29,150.29,2
81,ml_anomal,2026-07-10 02:12:49.637499+05:30,90.0,-60.29,150.29,2
